# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
APC2	YLR127C	YLR127C	protein_coding	0	221	102	632	0	0	0	0	101	0	0	0	102	0	0	0	0	0	0	0	0	221	531
APC4	YDR118W	YDR118W	protein_coding	0	161	109	870	0	0	0	0	433	0	0	0	109	0	0	0	0	0	0	0	0	161	437
APC5	YOR249C	YOR249C	protein_coding	1	225	125	893	0	0	0	0	310	0	0	0	125	0	0	0	0	0	1	0	0	225	583
APC9	YLR102C	YLR102C	protein_coding	0	61	36	1087	0	0	0	0	539	0	0	0	36	0	0	0	0	0	0	0	0	61	548
APD1	YBR151W	YBR151W	protein_coding	1	135	44	918	0	0	0	0	388	0	0	0	44	0	0	0	0	0	1	0	0	135	530
APE2	YKL157W	YKL157W	protein_coding	14	44	223	546	0	0	0	0	325	0	0	4	223	0	0	0	0	0	2	12	11	33	217
APE3	YBR286W	YBR286W	protein_coding	0	194	40	998	0	0	0	0	553	0	0	0	40	0	0	0	0	0	0	0	0	194	445
APE4	YHR113W	YHR113W	protein_coding	0	146	38	873	0	0	0	0	494	0	0	0	38	0	0	0	0	0	0	0	0	146	379
API2	YDR525W	YDR525W	protein_coding	0	1	2	630	0	0	0	0	180	0	0	0	2	0	0	0	0	0	0	0	0	1	450
APJ1	YNL077W	YNL077W	protein_coding	0	82	40	702	0	0	0	0	496	0	0	0	40	0	0	0	0	0	0	0	0	82	206
APL1	YJR005W	YJR005W	protein_coding	0	239	60	788	0	0	0	0	469	0	0	0	60	0	0	0	1	0	0	0	1	238	319
APL2	YKL135C	YKL135C	protein_coding	1	199	44	850	0	0	0	0	393	0	0	0	44	0	0	0	0	0	1	0	0	199	457
APL3	YBL037W	YBL037W	protein_coding	0	348	97	759	0	0	0	0	458	0	0	0	97	0	0	0	0	0	0	0	0	348	301
APL4	YPR029C	YPR029C	protein_coding	1	243	96	489	0	0	0	0	234	0	0	0	96	0	0	0	0	0	1	0	0	243	255
APL5	YPL195W	YPL195W	protein_coding	1	197	52	369	0	0	0	0	183	0	0	0	52	0	0	0	0	0	1	0	0	197	186
APL6	YGR261C	YGR261C	protein_coding	2	176	60	872	0	0	0	0	345	0	0	0	60	0	0	0	0	0	2	0	0	176	527
APM1	YPL259C	YPL259C	protein_coding	0	119	18	588	0	0	0	0	341	0	0	0	18	0	0	0	0	0	0	0	0	119	247
APM2	YHL019C	YHL019C	protein_coding	0	157	44	1059	0	0	0	0	504	0	0	0	44	0	0	0	0	0	0	0	0	157	555
APM3	YBR288C	YBR288C	protein_coding	0	169	69	858	0	0	0	0	530	0	0	0	69	0	0	0	0	0	0	0	0	169	328
APM4	YOL062C	YOL062C	protein_coding	0	192	40	1048	0	0	0	0	602	0	0	0	40	0	0	0	0	0	0	0	0	192	446
APN1	YKL114C	YKL114C	protein_coding	0	120	36	882	0	0	0	0	350	0	0	0	36	0	0	0	0	0	0	0	0	120	532
APN2	YBL019W	YBL019W	protein_coding	0	137	60	974	0	0	0	0	509	0	0	0	60	0	0	0	0	0	0	0	0	137	465
APP1	YNL094W	YNL094W	protein_coding	0	153	77	589	0	0	0	0	411	0	0	0	77	0	0	0	0	0	0	0	0	153	178
APQ12	YIL040W	YIL040W	protein_coding	0	1	1	1025	0	0	0	0	403	0	0	0	1	0	0	0	0	0	0	0	0	1	622
APQ13	YJL075C	YJL075C	protein_coding	0	15	5	853	0	0	0	0	305	0	0	0	5	0	0	0	0	0	0	0	0	15	548
APS1	YLR170C	YLR170C	protein_coding	0	55	8	837	0	0	0	0	332	0	0	0	8	0	0	0	0	0	0	0	0	55	505
APS2	YJR058C	YJR058C	protein_coding	0	24	1	647	0	0	0	0	259	0	0	0	1	0	0	0	0	0	0	0	0	24	388
APS3	YJL024C	YJL024C	protein_coding	8	1	39	571	0	0	0	0	356	0	0	0	39	0	0	0	0	0	4	4	0	1	215
APT1	YML022W	YML022W	protein_coding	0	64	19	695	0	0	0	0	384	0	0	0	19	0	0	0	0	0	0	0	0	64	311
APT2	YDR441C	YDR441C	protein_coding	0	26	7	965	0	0	0	0	226	0	0	0	7	0	0	0	0	0	0	0	0	26	739
AQR1	YNL065W	YNL065W	protein_coding	1	131	29	596	0	0	0	0	429	0	0	0	29	0	0	0	0	0	1	0	0	131	167
AQY1	YPR192W	YPR192W	protein_coding	1	62	12	737	0	0	0	0	435	1	0	0	12	0	0	0	0	0	0	0	0	62	302
AQY2	YLL052C	YLL052C	protein_coding	2	31	16	693	0	0	0	0	326	1	0	0	16	0	0	0	0	0	1	0	0	31	367
ARA1	YBR149W	YBR149W	protein_coding	1	102	19	989	0	0	0	0	594	0	0	0	19	0	0	0	0	0	1	0	0	102	395
ARA2	YMR041C	YMR041C	protein_coding	1	55	26	383	0	0	0	0	268	0	0	0	26	0	0	0	0	0	1	0	0	55	115
ARB1	YER036C	YER036C	protein_coding	0	165	14	803	0	0	0	0	244	0	0	0	14	0	0	0	1	0	0	0	1	164	559
ARC1	YGL105W	YGL105W	protein_coding	0	85	29	968	0	0	0	0	423	0	0	0	29	0	0	0	0	0	0	0	0	85	545
ARC15	YIL062C	YIL062C	protein_coding	0	41	10	734	0	0	0	0	506	0	0	0	10	0	0	0	0	0	0	0	0	41	228
ARC18	YLR370C	YLR370C	protein_coding	1	65	9	981	0	0	0	0	461	0	0	0	9	0	0	0	0	0	1	0	0	65	520
ARC19	YKL013C	YKL013C	protein_coding	0	29	1	1059	0	0	0	0	473	0	0	0	1	0	0	0	0	0	0	0	0	29	586
ARC35	YNR035C	YNR035C	protein_coding	0	91	25	881	0	0	0	0	541	0	0	0	25	0	0	0	0	0	0	0	0	91	340
ARC40	YBR234C	YBR234C	protein_coding	0	110	39	770	0	0	0	0	204	0	0	0	39	0	0	0	0	0	0	0	0	110	566
ARD1	YHR013C	YHR013C	protein_coding	0	98	16	745	0	0	0	0	339	0	0	0	16	0	0	0	0	0	0	0	0	98	406
ARE1	YCR048W	YCR048W	protein_coding	0	158	43	766	0	0	0	0	401	0	0	0	43	0	0	0	0	0	0	0	0	158	365
ARE2	YNR019W	YNR019W	protein_coding	1	178	51	882	0	0	0	0	596	0	0	0	51	0	0	0	0	0	1	0	0	178	286
ARF1	YDL192W	YDL192W	protein_coding	0	33	1	830	0	0	0	0	366	0	0	0	1	0	0	0	0	0	0	0	0	33	464
ARF2	YDL137W	YDL137W	protein_coding	0	12	0	426	0	0	0	0	172	0	0	0	0	0	0	0	1	0	0	0	1	11	254
ARF3	YOR094W	YOR094W	protein_coding	0	44	2	898	0	0	0	0	289	0	0	0	2	0	0	0	0	0	0	0	0	44	609
ARG1	YOL058W	YOL058W	protein_coding	0	117	12	753	0	0	0	0	419	0	0	0	12	0	0	0	0	0	0	0	0	117	334
ARG2	YJL071W	YJL071W	protein_coding	0	120	66	1061	0	0	0	0	545	0	0	0	66	0	0	0	0	0	0	0	0	120	516
ARG3	YJL088W	YJL088W	protein_coding	0	28	11	975	0	0	0	0	565	0	0	0	11	0	0	0	0	0	0	0	0	28	410
ARG4	YHR018C	YHR018C	protein_coding	0	95	14	875	0	0	0	0	492	0	0	0	14	0	0	0	0	0	0	0	0	95	383
ARG5,6	YER069W	YER069W	protein_coding	0	276	74	554	0	0	0	0	303	0	0	0	74	0	0	0	0	0	0	0	0	276	251
ARG7	YMR062C	YMR062C	protein_coding	0	178	37	733	0	0	0	0	437	0	0	0	37	0	0	0	0	0	0	0	0	178	296
ARG8	YOL140W	YOL140W	protein_coding	0	124	26	998	0	0	0	0	553	0	0	0	26	0	0	0	1	0	0	0	1	123	445
ARG80	YMR042W	YMR042W	protein_coding	0	0	0	375	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	261
ARG81	YML099C	YML099C	protein_coding	0	252	55	1089	0	0	0	0	466	0	0	0	55	0	0	0	0	0	0	0	0	252	623
ARG82	YDR173C	YDR173C	protein_coding	0	48	34	725	0	1	0	0	277	0	0	0	33	0	0	0	0	0	0	0	0	48	448
ARH1	YDR376W	YDR376W	protein_coding	0	111	47	702	0	0	0	0	339	0	0	0	47	0	0	0	0	0	0	0	0	111	363
ARI1	YGL157W	YGL157W	protein_coding	1	65	30	709	0	0	0	0	576	0	0	0	30	0	0	0	0	0	1	0	0	65	133
ARK1	YNL020C	YNL020C	protein_coding	0	113	32	637	0	0	0	0	515	0	0	0	32	0	0	0	0	0	0	0	0	113	122
ARL1	YBR164C	YBR164C	protein_coding	0	40	2	778	0	0	0	0	307	0	0	0	2	0	0	0	0	0	0	0	0	40	471
ARL3	YPL051W	YPL051W	protein_coding	0	6	2	656	0	0	0	0	313	0	0	0	2	0	0	0	0	0	0	0	0	6	343
ARN1	YHL040C	YHL040C	protein_coding	0	189	53	405	0	0	0	0	52	0	0	0	53	0	0	0	0	0	0	0	0	189	353
ARN2	YHL047C	YHL047C	protein_coding	1	13	2	284	0	0	0	0	179	0	0	0	2	0	0	0	0	0	1	0	0	13	105
ARO1	YDR127W	YDR127W	protein_coding	0	433	76	905	0	0	0	0	599	0	0	0	76	0	0	0	0	0	0	0	0	433	306
ARO10	YDR380W	YDR380W	protein_coding	1	160	69	531	0	0	0	0	208	0	0	0	69	0	0	0	0	0	1	0	0	160	323
ARO2	YGL148W	YGL148W	protein_coding	0	118	10	848	0	0	0	0	312	0	0	0	10	0	0	0	0	0	0	0	0	118	536
ARO3	YDR035W	YDR035W	protein_coding	0	95	7	533	0	0	0	0	504	0	0	0	7	0	0	0	1	0	0	0	1	94	29
ARO4	YBR249C	YBR249C	protein_coding	0	86	4	807	0	0	0	0	445	0	0	0	4	0	0	0	1	0	0	0	1	85	362
ARO7	YPR060C	YPR060C	protein_coding	0	101	18	822	0	0	0	0	621	0	0	0	18	0	0	0	0	0	0	0	0	101	201
ARO8	YGL202W	YGL202W	protein_coding	0	165	33	604	0	0	0	0	318	0	0	0	33	0	0	0	0	0	0	0	0	165	286
ARO80	YDR421W	YDR421W	protein_coding	0	109	34	395	0	0	0	0	235	0	0	0	34	0	0	0	0	0	0	0	0	109	160
ARO9	YHR137W	YHR137W	protein_coding	0	160	47	515	0	0	0	0	203	0	0	0	47	0	0	0	0	0	0	0	0	160	312
ARP1	YHR129C	YHR129C	protein_coding	1	116	46	404	0	0	0	0	119	0	0	0	46	0	0	0	0	0	1	0	0	116	285
ARP10	YDR106W	YDR106W	protein_coding	0	9	6	994	0	0	0	0	516	0	0	0	6	0	0	0	0	0	0	0	0	9	478
ARP2	YDL029W	YDL029W	protein_coding	16	8	101	1070	0	0	0	0	445	0	0	16	101	0	0	0	1	0	8	8	2	5	610
ARP3	YJR065C	YJR065C	protein_coding	0	152	12	1191	0	0	0	0	444	0	0	0	12	0	0	0	0	0	0	0	0	152	747
ARP4	YJL081C	YJL081C	protein_coding	0	148	47	967	0	0	0	0	537	0	0	0	47	0	0	0	0	0	0	0	0	148	430
ARP5	YNL059C	YNL059C	protein_coding	1	223	57	714	0	0	0	0	490	0	0	0	57	0	0	0	0	0	1	0	0	223	224
ARP6	YLR085C	YLR085C	protein_coding	0	179	48	1216	0	0	0	0	599	0	0	0	48	0	0	0	0	0	0	0	0	179	617
ARP7	YPR034W	YPR034W	protein_coding	0	149	37	887	0	0	0	0	303	0	0	0	37	0	0	0	0	0	0	0	0	149	584
ARP8	YOR141C	YOR141C	protein_coding	0	329	95	505	0	0	0	0	389	0	0	0	95	0	0	0	0	0	0	0	0	329	116
ARP9	YMR033W	YMR033W	protein_coding	0	149	29	779	0	0	0	0	304	0	0	1	29	0	0	0	1	0	0	0	1	148	474
ARR1	YPR199C	YPR199C	protein_coding	1	38	64	307	0	0	0	0	151	0	0	0	64	0	0	0	0	0	1	0	0	38	156
ARR2	YPR200C	YPR200C	protein_coding	0	18	20	362	0	0	0	0	244	0	0	0	20	0	0	0	0	0	0	0	0	18	118
ARR3	YPR201W	YPR201W	protein_coding	5	45	24	273	0	0	0	0	25	0	0	0	24	0	0	0	2	2	2	1	1	44	248
ART10	YLR392C	YLR392C	protein_coding	2	160	80	1004	0	0	0	0	551	0	0	0	80	0	0	0	0	0	2	0	0	160	453
ART5	YGR068C	YGR068C	protein_coding	0	125	31	595	0	0	0	0	262	0	0	0	31	0	0	0	0	0	0	0	0	125	333
ARV1	YLR242C	YLR242C	protein_coding	0	76	41	781	0	0	0	0	450	0	0	0	41	0	0	0	0	0	0	0	0	76	331
ARX1	YDR101C	YDR101C	protein_coding	0	192	36	548	0	0	0	0	113	0	0	0	36	0	0	0	0	0	0	0	0	192	435
ASA1	YPR085C	YPR085C	protein_coding	1	87	61	856	0	0	0	0	387	0	0	0	61	0	0	0	0	0	1	0	0	87	469
ASC1	YMR116C	YMR116C	protein_coding	0	44	0	512	0	0	0	0	330	0	0	16	0	0	0	0	2	0	0	0	0	42	168
ASE1	YOR058C	YOR058C	protein_coding	1	170	109	720	0	0	0	0	416	0	0	0	109	0	0	0	0	0	1	0	0	170	304
ASF1	YJL115W	YJL115W	protein_coding	0	102	20	445	0	0	0	0	15	0	0	0	20	0	0	0	0	0	0	0	0	102	430
ASF2	YDL197C	YDL197C	protein_coding	0	8	10	1002	0	0	0	0	511	0	0	0	10	0	0	0	0	0	0	0	0	8	491
ASG1	YIL130W	YIL130W	protein_coding	1	315	98	1063	0	1	0	0	629	0	0	0	97	0	0	0	0	0	1	0	0	315	434
ASG7	YJL170C	YJL170C	protein_coding	1	56	53	861	0	0	0	0	371	0	0	0	53	0	0	0	0	0	1	0	0	56	490
ASH1	YKL185W	YKL185W	protein_coding	0	141	54	688	0	0	0	0	429	0	0	0	54	0	0	0	0	0	0	0	0	141	259
ASI1	YMR119W	YMR119W	protein_coding	0	110	31	322	0	0	0	0	184	0	0	0	31	0	0	0	0	0	0	0	0	110	138
ASI2	YNL159C	YNL159C	protein_coding	0	27	2	692	0	0	0	0	340	0	0	0	2	0	0	0	0	0	0	0	0	27	352
ASI3	YNL008C	YNL008C	protein_coding	0	179	170	808	0	0	0	0	462	0	0	0	170	0	0	0	0	0	0	0	0	179	346
ASK1	YKL052C	YKL052C	protein_coding	0	10	10	487	0	0	0	0	287	0	0	0	10	0	0	0	0	0	0	0	0	10	200
ASK10	YGR097W	YGR097W	protein_coding	1	326	71	1055	0	0	0	0	568	0	0	0	71	0	0	0	0	0	1	0	0	326	487
ASM4	YDL088C	YDL088C	protein_coding	1	134	81	908	0	0	0	0	472	0	0	0	81	0	0	0	0	0	1	0	0	134	436
ASN1	YPR145W	YPR145W	protein_coding	0	174	25	663	0	0	0	0	301	0	0	0	25	0	0	0	0	0	0	0	0	174	362
ASN2	YGR124W	YGR124W	protein_coding	0	160	25	734	0	0	0	0	504	0	0	0	25	0	0	0	0	0	0	0	0	160	230
ASP1	YDR321W	YDR321W	protein_coding	0	134	15	637	0	0	0	0	395	0	0	0	15	0	0	0	0	0	0	0	0	134	242
ASP3-1	YLR155C	YLR155C	protein_coding	0	0	0	72	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASP3-2	YLR157C	YLR157C	protein_coding	0	0	0	54	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASP3-4	YLR160C	YLR160C	protein_coding	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28
ASR1	YPR093C	YPR093C	protein_coding	0	24	19	654	0	0	0	0	379	0	0	0	19	0	0	0	0	0	0	0	0	24	275
AST1	YBL069W	YBL069W	protein_coding	0	165	42	659	0	0	0	0	408	0	0	0	42	0	0	0	0	0	0	0	0	165	251
AST2	YER101C	YER101C	protein_coding	0	156	58	604	0	0	0	0	369	0	0	0	58	0	0	0	0	0	0	0	0	156	235
ATC1	YDR184C	YDR184C	protein_coding	0	42	19	691	0	0	0	0	328	0	0	0	19	0	0	0	0	0	0	0	0	42	363
ATE1	YGL017W	YGL017W	protein_coding	1	159	86	1051	0	0	0	0	476	0	0	0	86	0	0	0	0	0	1	0	0	159	575
ATF1	YOR377W	YOR377W	protein_coding	2	144	66	513	0	0	0	0	372	0	0	0	66	0	0	0	0	0	2	0	0	144	141
ATF2	YGR177C	YGR177C	protein_coding	0	144	100	666	0	0	0	0	214	0	0	0	100	0	0	0	1	0	0	0	1	143	452
ATG1	YGL180W	YGL180W	protein_coding	0	207	30	644	0	0	0	0	239	0	0	0	30	0	0	0	0	0	0	0	0	207	405
ATG10	YLL042C	YLL042C	protein_coding	0	30	25	929	0	0	0	0	322	0	0	0	25	0	0	0	0	0	0	0	0	30	607
ATG11	YPR049C	YPR049C	protein_coding	1	358	167	1063	0	0	0	0	524	0	0	0	167	0	0	0	0	0	1	0	0	358	539
ATG12	YBR217W	YBR217W	protein_coding	0	64	16	825	0	0	0	0	429	0	0	0	16	0	0	0	0	0	0	0	0	64	396
ATG13	YPR185W	YPR185W	protein_coding	0	188	57	1155	0	0	1	0	531	0	0	0	56	0	0	0	0	0	0	0	0	188	624
ATG14	YBR128C	YBR128C	protein_coding	1	98	54	888	0	0	0	0	340	0	0	0	54	0	0	0	0	0	1	0	0	98	548
ATG15	YCR068W	YCR068W	protein_coding	0	107	15	606	0	0	0	0	388	0	0	0	15	0	0	0	0	0	0	0	0	107	218
ATG16	YMR159C	YMR159C	protein_coding	0	39	22	808	0	0	0	0	239	0	0	0	22	0	0	0	0	0	0	0	0	39	569
ATG17	YLR423C	YLR423C	protein_coding	0	132	77	824	0	0	0	0	574	0	0	0	77	0	0	0	0	0	0	0	0	132	250
ATG18	YFR021W	YFR021W	protein_coding	0	126	29	821	0	0	0	0	527	0	0	0	29	0	0	0	0	0	0	0	0	126	294
ATG19	YOL082W	YOL082W	protein_coding	1	60	33	883	0	0	0	0	627	0	0	0	33	0	0	0	0	0	1	0	0	60	256
ATG2	YNL242W	YNL242W	protein_coding	1	459	221	766	0	0	0	0	391	0	0	0	221	0	0	0	0	0	1	0	0	459	375
ATG20	YDL113C	YDL113C	protein_coding	0	193	70	1165	0	0	0	0	477	0	0	0	70	0	0	0	0	0	0	0	0	193	688
ATG21	YPL100W	YPL100W	protein_coding	1	152	50	904	0	0	0	0	496	0	0	0	50	0	0	0	0	0	1	0	0	152	408
ATG22	YCL038C	YCL038C	protein_coding	0	106	17	797	1	0	0	0	395	0	0	0	16	0	0	0	0	0	0	0	0	106	402
ATG23	YLR431C	YLR431C	protein_coding	0	91	43	888	0	0	0	0	496	0	0	0	43	0	0	0	0	0	0	0	0	91	392
ATG26	YLR189C	YLR189C	protein_coding	0	353	123	633	0	0	0	0	349	0	0	0	123	0	0	0	0	0	0	0	0	353	284
ATG27	YJL178C	YJL178C	protein_coding	0	65	29	809	0	0	0	0	530	0	0	0	29	0	0	0	0	0	0	0	0	65	279
ATG29	YPL166W	YPL166W	protein_coding	0	15	5	779	0	0	0	0	389	0	0	0	5	0	0	0	0	0	0	0	0	15	390
ATG3	YNR007C	YNR007C	protein_coding	0	85	24	1049	0	0	0	0	498	0	0	0	24	0	0	0	0	0	0	0	0	85	551
ATG32	YIL146C	YIL146C	protein_coding	0	88	49	921	0	0	0	0	467	0	0	0	49	0	0	0	0	0	0	0	0	88	454
ATG33	YLR356W	YLR356W	protein_coding	0	16	8	806	0	0	0	0	531	0	0	0	8	0	0	0	0	0	0	0	0	16	275
ATG34	YOL083W	YOL083W	protein_coding	0	11	7	658	0	0	0	0	281	0	0	0	7	0	0	0	0	0	0	0	0	11	377
ATG4	YNL223W	YNL223W	protein_coding	1	127	61	942	0	0	0	0	506	0	0	0	61	0	0	0	0	0	1	0	0	127	436
ATG5	YPL149W	YPL149W	protein_coding	0	61	34	940	0	0	0	0	561	0	0	0	34	0	0	0	0	0	0	0	0	61	379
ATG7	YHR171W	YHR171W	protein_coding	0	184	102	850	0	0	0	0	344	0	0	0	102	0	0	0	0	0	0	0	0	184	506
ATG8	YBL078C	YBL078C	protein_coding	0	41	1	1036	0	0	0	0	430	0	0	0	1	0	0	0	0	0	0	0	0	41	606
ATG9	YDL149W	YDL149W	protein_coding	1	262	89	1043	0	0	0	0	584	0	0	0	89	0	0	0	0	0	1	0	0	262	459
ATH1	YPR026W	YPR026W	protein_coding	0	430	94	489	0	0	0	0	191	0	0	0	94	0	0	0	0	0	0	0	0	430	298
ATM1	YMR301C	YMR301C	protein_coding	0	209	47	919	0	0	0	0	461	0	0	0	47	0	0	0	0	0	0	0	0	209	458
ATO2	YNR002C	YNR002C	protein_coding	0	75	14	781	0	0	0	0	249	0	0	0	14	0	0	0	0	0	0	0	0	75	532
ATO3	YDR384C	YDR384C	protein_coding	0	45	1	295	0	0	0	0	204	0	0	0	1	0	0	0	0	0	0	0	0	45	91
ATP1	YBL099W	YBL099W	protein_coding	0	100	8	575	0	0	0	0	528	0	0	0	8	0	0	0	0	0	0	0	0	100	47
ATP10	YLR393W	YLR393W	protein_coding	0	45	41	921	0	0	0	0	521	0	0	0	41	0	0	0	0	0	0	0	0	45	400
ATP11	YNL315C	YNL315C	protein_coding	0	54	15	1118	0	0	0	0	611	0	0	0	15	0	0	0	0	0	0	0	0	54	507
ATP12	YJL180C	YJL180C	protein_coding	0	116	43	821	0	0	0	0	434	0	0	0	43	0	0	0	0	0	0	0	0	116	387
ATP14	YLR295C	YLR295C	protein_coding	0	23	11	750	0	0	0	0	392	0	0	0	11	0	0	0	0	0	0	0	0	23	358
ATP15	YPL271W	YPL271W	protein_coding	0	0	0	796	0	0	0	0	406	0	0	0	0	0	0	0	0	0	0	0	0	0	390
ATP16	YDL004W	YDL004W	protein_coding	0	58	13	571	0	0	0	0	306	0	0	0	13	0	0	0	0	0	0	0	0	58	265
ATP17	YDR377W	YDR377W	protein_coding	0	24	4	702	0	0	0	0	321	0	0	0	4	0	0	0	0	0	0	0	0	24	381
ATP18	YML081C-A	YML081C-A	protein_coding	0	15	2	962	0	0	0	0	488	0	0	0	2	0	0	0	0	0	0	0	0	15	474
ATP19	YOL077W-A	YOL077W-A	protein_coding	0	21	7	1071	0	0	0	0	525	0	0	0	7	0	0	0	0	0	0	0	0	21	546
ATP2	YJR121W	YJR121W	protein_coding	0	96	4	657	0	0	0	0	310	0	0	0	4	0	0	0	0	0	0	0	0	96	347
ATP20	YPR020W	YPR020W	protein_coding	0	9	3	859	0	0	0	0	461	0	0	0	3	0	0	0	0	0	0	0	0	9	398
ATP22	YDR350C	YDR350C	protein_coding	0	168	71	563	0	0	0	0	232	0	0	0	71	0	0	0	0	0	0	0	0	168	331
ATP23	YNR020C	YNR020C	protein_coding	0	63	9	923	0	0	0	0	360	0	0	0	9	0	0	0	0	0	0	0	0	63	563
ATP25	YMR098C	YMR098C	protein_coding	0	103	74	683	0	0	0	0	512	0	0	0	74	0	0	0	0	0	0	0	0	103	171
ATP3	YBR039W	YBR039W	protein_coding	1	83	10	956	0	0	0	0	537	0	0	0	10	0	0	0	0	0	1	0	0	83	419
ATP4	YPL078C	YPL078C	protein_coding	0	71	27	622	0	0	0	0	253	0	0	0	27	0	0	0	0	0	0	0	0	71	369
ATP5	YDR298C	YDR298C	protein_coding	0	46	11	855	0	0	0	0	523	0	0	0	11	0	0	0	0	0	0	0	0	46	332
ATP6	Q0085	Q0085	protein_coding	1	24	12	153	0	0	0	0	23	0	0	0	12	0	0	0	0	0	1	0	0	24	130
ATP7	YKL016C	YKL016C	protein_coding	0	21	3	1103	0	0	0	0	557	0	0	0	3	0	0	0	0	0	0	0	0	21	546
ATP8	Q0080	Q0080	protein_coding	0	2	0	186	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	2	127
ATR1	YML116W	YML116W	protein_coding	0	183	53	1083	0	0	0	0	482	0	0	0	53	0	0	0	0	0	0	0	0	183	601
ATS1	YAL020C	YAL020C	protein_coding	1	47	35	899	0	0	0	0	503	0	0	0	35	0	0	0	2	0	0	1	1	46	396
ATX1	YNL259C	YNL259C	protein_coding	0	0	0	1114	0	0	0	0	535	0	0	0	0	0	0	0	0	0	0	0	0	0	579
ATX2	YOR079C	YOR079C	protein_coding	0	78	14	777	0	0	0	0	271	0	0	0	14	0	0	0	0	0	0	0	0	78	506
AUA1	YFL010W-A	YFL010W-A	protein_coding	0	2	3	632	0	0	1	0	440	0	0	0	2	0	0	0	0	0	0	0	0	2	192
AUR1	YKL004W	YKL004W	protein_coding	0	110	13	504	0	0	0	0	242	0	0	0	13	0	0	0	1	0	0	0	1	109	262
AUS1	YOR011W	YOR011W	protein_coding	1	446	101	259	0	0	0	0	232	0	0	0	101	0	0	0	0	0	1	0	0	446	27
AVL9	YLR114C	YLR114C	protein_coding	0	198	67	669	1	0	0	0	165	0	0	0	66	0	0	0	0	0	0	0	0	198	504
AVO1	YOL078W	YOL078W	protein_coding	1	357	132	1094	0	0	0	0	486	0	0	0	132	0	0	0	0	0	1	0	0	357	608
AVO2	YMR068W	YMR068W	protein_coding	1	92	11	748	0	0	0	0	313	0	0	0	11	0	0	0	0	0	1	0	0	92	435
AVT1	YJR001W	YJR001W	protein_coding	0	206	34	780	0	0	0	0	404	0	0	0	34	0	0	0	0	0	0	0	0	206	376
AVT2	YEL064C	YEL064C	protein_coding	1	150	38	841	0	0	0	0	375	0	0	0	38	0	0	0	0	0	1	0	0	150	466
AVT3	YKL146W	YKL146W	protein_coding	0	166	30	837	0	0	0	0	390	0	0	0	30	0	0	0	0	0	0	0	0	166	447
AVT4	YNL101W	YNL101W	protein_coding	0	259	47	737	0	0	0	0	253	0	0	0	47	0	0	0	0	0	0	0	0	259	484
AVT5	YBL089W	YBL089W	protein_coding	1	156	62	1036	0	0	0	0	728	0	0	0	62	0	0	0	0	0	1	0	0	156	308
AVT6	YER119C	YER119C	protein_coding	0	166	47	640	0	0	0	0	297	0	0	0	47	0	0	0	0	0	0	0	0	166	343
AVT7	YIL088C	YIL088C	protein_coding	0	153	35	887	0	0	0	0	269	0	0	0	35	0	0	0	0	0	0	0	0	153	618
AXL1	YPR122W	YPR122W	protein_coding	2	256	151	376	0	0	0	0	364	0	0	0	151	0	0	0	0	0	2	0	0	256	12
AXL2	YIL140W	YIL140W	protein_coding	0	245	105	1138	0	0	0	0	670	0	0	0	105	0	0	0	0	0	0	0	0	245	468
AYR1	YIL124W	YIL124W	protein_coding	0	103	33	819	0	0	0	0	246	0	0	0	33	0	0	0	0	0	0	0	0	103	573
AYT1	YLL063C	YLL063C	protein_coding	0	149	122	261	0	0	0	0	32	0	0	0	122	0	0	0	0	0	0	0	0	149	229
AZF1	YOR113W	YOR113W	protein_coding	0	209	95	894	0	0	1	2	377	0	0	0	92	0	0	0	0	0	0	0	0	209	517
AZR1	YGR224W	YGR224W	protein_coding	0	52	20	743	0	0	0	0	432	0	0	0	20	0	0	0	0	0	0	0	0	52	311
BAG7	YOR134W	YOR134W	protein_coding	0	56	40	570	0	2	0	0	310	0	0	0	38	0	0	0	0	0	0	0	0	56	260
BAP2	YBR068C	YBR068C	protein_coding	0	143	23	693	0	0	0	0	279	0	0	0	23	0	0	0	0	0	0	0	0	143	414
BAP3	YDR046C	YDR046C	protein_coding	0	207	40	553	0	0	0	0	221	0	0	0	40	0	0	0	0	0	0	0	0	207	332
